strategy,n_months,annualized_mean,cagr,annualized_volatility,sharpe,maximum_drawdown,hit_rate,downside_deviation,sortino,monthly_var_5pct,monthly_expected_shortfall_5pct
etf_underlying,59,0.1279098825964402,0.12209978400160582,0.1569318193870706,0.8150665881273694,-0.2584584539800193,0.6610169491525424,0.09919669662347316,1.2894570782125478,-0.06806605035132517,-0.08896924216970577
etf_plus_put_spread,59,0.11429114488863236,0.11115462649449981,0.1313659123871312,0.8700213229731923,-0.19580446219930292,0.6440677966101694,0.07612311486111263,1.5013986894408837,-0.05347068321271784,-0.060562415150933226
etf_plus_collar,59,0.06304129365107279,0.058922437441146114,0.1071983525771551,0.5880808066122039,-0.19285671252329273,0.6440677966101694,0.0694755031801742,0.9073888027494343,-0.046314396860777825,-0.053464910110713935
