period,signal,strategy,cost_bps,n_months,alpha_annualized,alpha_hac_t_stat,alpha_p_value,r_squared,minimum_required_months,inference_eligible,test_family,beta_mktrf,beta_smb,beta_hml,beta_rmw,beta_cma,beta_umd,alpha_p_holm,alpha_significant_5pct
retrospective,INVESTMENT,continuous_long_short,10.0,419,0.015846651449641536,1.7325312789151115,0.08317901292243185,0.6201039272510764,24,True,exploratory,-0.06634113307389679,-0.006271706773270226,0.14471297067293318,0.25886629762408964,0.49987829254317573,0.0031133777455355583,1.0,False
retrospective,INVESTMENT,continuous_long_short,25.0,419,0.007095377646696269,0.7749911370529072,0.4383448967444157,0.6187153747420748,24,True,exploratory,-0.0669270372866848,-0.005924141695152506,0.14567907665083674,0.2572646891941994,0.4966173373261176,0.0038657978701868083,1.0,False
retrospective,INVESTMENT,long_only,0.0,419,0.0010280938323977968,0.137229762247754,0.8908491865756324,0.9502510657373185,24,True,exploratory,1.0855404422396129,0.3394766344326652,0.027254370583465387,-0.0024332256568698938,0.11842542725798196,-0.07254098143958237,1.0,False
retrospective,INVESTMENT,long_only,10.0,419,-0.0024876005640597386,-0.33223984430386977,0.7397081594707259,0.950227043797788,24,True,exploratory,1.0853796562760687,0.339653426687968,0.027542890480570792,-0.0028644791394438806,0.11730033702885466,-0.07227360328482131,1.0,False
retrospective,INVESTMENT,long_only,25.0,419,-0.00776114215874611,-1.036873927168129,0.29979461644883576,0.9501286101806563,24,True,exploratory,1.0851384773307517,0.339918615070922,0.027975670326228923,-0.0035113593633052083,0.1156127016851639,-0.0718725360526798,1.0,False
retrospective,INVESTMENT,long_short,0.0,419,0.013652218555885347,1.5133125045779658,0.13020029787291454,0.36938664759712514,24,True,exploratory,-0.020984284052678145,0.04329748255801764,0.024322468112553498,0.07691037631073772,0.40457204003048475,-0.01804118527606549,1.0,False
retrospective,INVESTMENT,long_short,10.0,419,0.00726293067584574,0.8059090863863971,0.4202952716604387,0.3681576909507095,24,True,exploratory,-0.021299030413802406,0.04362085247785624,0.024840673937921783,0.07592600893442496,0.402502799890336,-0.017496837811366624,1.0,False
retrospective,INVESTMENT,long_short,25.0,419,-0.002321001144213653,-0.25753673045010567,0.7967644644569538,0.3653501109036129,24,True,exploratory,-0.02177114995548886,0.04410590735761414,0.025617982675974184,0.07444945786995597,0.3993989396801131,-0.0166803166143183,1.0,False
retrospective,LV,continuous_long_short,0.0,419,-0.010318842383047687,-0.7734963876516446,0.4392286657790805,0.7875888492319603,24,True,exploratory,-0.36287030472135956,-0.2404225524756959,0.22534230847589765,0.8780622335300378,0.25861935785134793,0.039811934684563864,1.0,False
retrospective,LV,continuous_long_short,10.0,419,-0.01773947589808378,-1.327675937493995,0.18428518605955757,0.7874964213867358,24,True,exploratory,-0.36280904705657246,-0.24036565470637059,0.22563140035425291,0.8781305620503462,0.2579906930206774,0.03993011747015654,1.0,False
retrospective,LV,continuous_long_short,25.0,419,-0.028870426170637897,-2.155403542090135,0.031130269432698303,0.7873252181614636,24,True,exploratory,-0.3627171605593919,-0.2402803080523825,0.22606503817178572,0.8782330548308082,0.2570476957746717,0.04010739164854546,1.0,False
retrospective,LV,long_only,0.0,419,-0.002493628599547839,-0.37697200150877713,0.7061944121334938,0.9280927068064331,24,True,exploratory,0.9120605629668281,0.25150358212240115,0.09651896197864174,0.22074904182125366,0.06785381858315326,0.013184789597234682,1.0,False
retrospective,LV,long_only,10.0,419,-0.006564510460531671,-0.9916690000710862,0.3213590179594549,0.9280853786482278,24,True,exploratory,0.912035675071396,0.2516317308414916,0.09668628983969361,0.22100290690216537,0.0674824733544591,0.013249630184697863,1.0,False
