date,period,signal,strategy,cost_bps,gross_return,net_return,turnover,benchmark_return,universe_size,long_count,short_count
1995-04-28,retrospective,MOM,long_only,0.0,0.01456708237981731,0.01456708237981731,0.5906735751295337,0.036814001249719064,966,193,0
1995-04-28,retrospective,MOM,long_only,10.0,0.01456708237981731,0.013976408804687776,0.5906735751295337,0.036814001249719064,966,193,0
1995-04-28,retrospective,MOM,long_only,25.0,0.01456708237981731,0.013090398441993476,0.5906735751295337,0.036814001249719064,966,193,0
1995-04-28,retrospective,MOM,long_short,0.0,-0.016498329793000543,-0.016498329793000543,1.1813471502590673,0.036814001249719064,966,193,193
1995-04-28,retrospective,MOM,long_short,10.0,-0.016498329793000543,-0.01767967694325961,1.1813471502590673,0.036814001249719064,966,193,193
1995-04-28,retrospective,MOM,long_short,25.0,-0.016498329793000543,-0.01945169766864821,1.1813471502590673,0.036814001249719064,966,193,193
1995-04-28,retrospective,QUALITY,continuous_long_short,0.0,0.0023023829477752233,0.0023023829477752233,0.24716593420258226,0.03689349341298451,955,380,575
1995-04-28,retrospective,QUALITY,continuous_long_short,10.0,0.0023023829477752233,0.002055217013572641,0.24716593420258226,0.03689349341298451,955,380,575
1995-04-28,retrospective,QUALITY,continuous_long_short,25.0,0.0023023829477752233,0.0016844681122687676,0.24716593420258226,0.03689349341298451,955,380,575
1995-04-28,retrospective,QUALITY,long_only,0.0,0.022383877825909212,0.022383877825909212,0.12500000000000006,0.03689349341298451,955,191,0
1995-04-28,retrospective,QUALITY,long_only,10.0,0.022383877825909212,0.022258877825909212,0.12500000000000006,0.03689349341298451,955,191,0
1995-04-28,retrospective,QUALITY,long_only,25.0,0.022383877825909212,0.022071377825909212,0.12500000000000006,0.03689349341298451,955,191,0
1995-04-28,retrospective,QUALITY,long_short,0.0,0.005704600708858371,0.005704600708858371,0.23958333333333348,0.03689349341298451,955,191,191
1995-04-28,retrospective,QUALITY,long_short,10.0,0.005704600708858371,0.005465017375525037,0.23958333333333348,0.03689349341298451,955,191,191
1995-04-28,retrospective,QUALITY,long_short,25.0,0.005704600708858371,0.005105642375525037,0.23958333333333348,0.03689349341298451,955,191,191
1995-04-28,retrospective,SIZE,continuous_long_short,0.0,-0.017674912153477686,-0.017674912153477686,0.3283364082991338,0.03683294810204339,993,576,417
1995-04-28,retrospective,SIZE,continuous_long_short,10.0,-0.017674912153477686,-0.01800324856177682,0.3283364082991338,0.03683294810204339,993,576,417
1995-04-28,retrospective,SIZE,continuous_long_short,25.0,-0.017674912153477686,-0.01849575317422552,0.3283364082991338,0.03683294810204339,993,576,417
1995-04-28,retrospective,SIZE,long_only,0.0,0.023417288412013598,0.023417288412013598,0.3417085427135679,0.03683294810204339,993,198,0
1995-04-28,retrospective,SIZE,long_only,10.0,0.023417288412013598,0.02307557986930003,0.3417085427135679,0.03683294810204339,993,198,0
1995-04-28,retrospective,SIZE,long_only,25.0,0.023417288412013598,0.02256301705522968,0.3417085427135679,0.03683294810204339,993,198,0
1995-04-28,retrospective,SIZE,long_short,0.0,-0.020031376441330174,-0.020031376441330174,0.45226130653266344,0.03683294810204339,993,198,198
1995-04-28,retrospective,SIZE,long_short,10.0,-0.020031376441330174,-0.020483637747862837,0.45226130653266344,0.03683294810204339,993,198,198
1995-04-28,retrospective,SIZE,long_short,25.0,-0.020031376441330174,-0.02116202970766183,0.45226130653266344,0.03683294810204339,993,198,198
1995-04-28,retrospective,VALUE,continuous_long_short,0.0,0.011089603452533722,0.011089603452533722,0.38947016455316774,0.03712733202383979,936,417,519
1995-04-28,retrospective,VALUE,continuous_long_short,10.0,0.011089603452533722,0.010700133287980555,0.38947016455316774,0.03712733202383979,936,417,519
1995-04-28,retrospective,VALUE,continuous_long_short,25.0,0.011089603452533722,0.010115928041150803,0.38947016455316774,0.03712733202383979,936,417,519
