period,factor,primary_horizon_months,n_months,mean_q1,mean_q2,mean_q3,mean_q4,mean_q5,top_minus_bottom_mean,top_minus_bottom_hac_t_stat,top_minus_bottom_p_value,quantile_monotonicity_spearman
retrospective,COMPOSITE,12,408,0.10950877241665101,0.12405620772265301,0.13029334277569782,0.13064974817435868,0.13885408869979385,0.02934531628314282,1.8577117713215103,0.06320995598720393,0.9999999999999999
retrospective,INVESTMENT,12,408,0.11516020566108169,0.13740221896219473,0.12933183545055796,0.13247379905482604,0.12398027034779055,0.008820064686708878,1.0008324410494078,0.3169078228107791,0.09999999999999999
retrospective,LV,12,408,0.13106417870125267,0.12867827386334843,0.12696117833351817,0.123110081340911,0.12341574048545519,-0.00764843821579751,-0.3047243659850859,0.7605760902930039,-0.8999999999999998
retrospective,MOM,6,414,0.05422357461224632,0.05992313012001851,0.06292199035037094,0.06302654912814422,0.06714783761119855,0.012924262998952232,1.3759067329880434,0.16885051043678667,0.9999999999999999
retrospective,QUALITY,12,408,0.10815872957200245,0.12606738004213366,0.12357650188304758,0.13361335075267933,0.1406842715456062,0.032525541973603765,3.041875274437359,0.00235109292130496,0.8999999999999998
retrospective,SIZE,12,408,0.12149788131456307,0.12538613514226604,0.12681411377341845,0.12639149051441434,0.12556344214815304,0.00406556083358995,0.3354674201437168,0.7372725172211412,0.6
retrospective,VALUE,12,408,0.12803696389841046,0.12424140984079016,0.1197830241143567,0.12420383129612607,0.13506594630422675,0.007028982405816284,0.4203868239003574,0.6742028919941503,0.09999999999999999
