date,period,candidate,aum_usd,borrow_bps,gross_return,net_return,turnover,benchmark_return,universe_size,long_count,short_count,gross_exposure,net_exposure,beta_exposure,size_exposure,maximum_sector_net_exposure,maximum_absolute_weight,effective_breadth,median_spread_bps,median_adv_usd,spread_cost,impact_cost,borrow_cost,total_cost,maximum_adv_participation,capacity_breaches,risk_observations,risk_universe,solver,solver_status
2010-01-29,development,assertive,10000000.0,50.0,0.03303893235552059,0.031117609029374257,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0002761525652267406,0.0004166666571689154,0.0019213233261463343,0.02250363254506041,0,252,200,CLARABEL,optimal
2010-01-29,development,assertive,10000000.0,150.0,0.03303893235552059,0.030284275715036425,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0002761525652267406,0.0012499999715067463,0.002754656640484165,0.02250363254506041,0,252,200,CLARABEL,optimal
2010-01-29,development,assertive,10000000.0,300.0,0.03303893235552059,0.02903427574352968,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0002761525652267406,0.0024999999430134925,0.004004656611990912,0.02250363254506041,0,252,200,CLARABEL,optimal
2010-01-29,development,assertive,100000000.0,50.0,0.03303893235552059,0.030520490506786284,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0008732710878147131,0.0004166666571689154,0.0025184418487343065,0.2250363254506041,15,252,200,CLARABEL,optimal
2010-01-29,development,assertive,100000000.0,150.0,0.03303893235552059,0.029687157192448455,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0008732710878147131,0.0012499999715067463,0.003351775163072138,0.2250363254506041,15,252,200,CLARABEL,optimal
2010-01-29,development,assertive,100000000.0,300.0,0.03303893235552059,0.028437157220941707,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0008732710878147131,0.0024999999430134925,0.004601775134578883,0.2250363254506041,15,252,200,CLARABEL,optimal
2010-01-29,development,assertive,500000000.0,50.0,0.03303893235552059,0.02944106807946211,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0019526935151388865,0.0004166666571689154,0.00359786427605848,1.1251816272530206,81,252,200,CLARABEL,optimal
2010-01-29,development,assertive,500000000.0,150.0,0.03303893235552059,0.02860773476512428,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0019526935151388865,0.0012499999715067463,0.004431197590396311,1.1251816272530206,81,252,200,CLARABEL,optimal
2010-01-29,development,assertive,500000000.0,300.0,0.03303893235552059,0.027357734793617534,1.9999999332938296,0.02543436665083901,200,83,66,1.9999999332938296,-2.1116964343814715e-08,0.016840924566543042,0.05000002682432425,0.03999999332042231,0.01999999991280006,112.19053538961253,5.490712000644297,50100180.2325,0.0012285041037506782,0.0019526935151388865,0.0024999999430134925,0.005681197561903058,1.1251816272530206,81,252,200,CLARABEL,optimal
2010-02-26,development,assertive,10000000.0,50.0,0.004707273328110431,0.0030271439361128135,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.00022854793512515776,0.00041666666490251754,0.0016801293919976173,0.026287661708426772,0,252,200,CLARABEL,optimal
2010-02-26,development,assertive,10000000.0,150.0,0.004707273328110431,0.0021938106063077783,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.00022854793512515776,0.0012499999947075526,0.0025134627218026525,0.026287661708426772,0,252,200,CLARABEL,optimal
2010-02-26,development,assertive,10000000.0,300.0,0.004707273328110431,0.000943810611600226,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.00022854793512515776,0.002499999989415105,0.003763462716510205,0.026287661708426772,0,252,200,CLARABEL,optimal
2010-02-26,development,assertive,100000000.0,50.0,0.004707273328110431,0.002532959841714073,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.0007227320295238985,0.00041666666490251754,0.002174313486396358,0.26287661708426774,9,252,200,CLARABEL,optimal
2010-02-26,development,assertive,100000000.0,150.0,0.004707273328110431,0.0016996265119090378,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.0007227320295238985,0.0012499999947075526,0.003007646816201393,0.26287661708426774,9,252,200,CLARABEL,optimal
2010-02-26,development,assertive,100000000.0,300.0,0.004707273328110431,0.0004496265172014855,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.0007227320295238985,0.002499999989415105,0.004257646810908945,0.26287661708426774,9,252,200,CLARABEL,optimal
2010-02-26,development,assertive,500000000.0,50.0,0.004707273328110431,0.0016396139237061492,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.0016160779475318222,0.00041666666490251754,0.0030676594044042817,1.3143830854213387,82,252,200,CLARABEL,optimal
2010-02-26,development,assertive,500000000.0,150.0,0.004707273328110431,0.0008062805939011144,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.0016160779475318222,0.0012499999947075526,0.0039009927342093164,1.3143830854213387,82,252,200,CLARABEL,optimal
2010-02-26,development,assertive,500000000.0,300.0,0.004707273328110431,-0.0004437194008064388,1.7353475609622873,0.0684641374005408,200,76,59,1.9999999864349065,-5.097177097068695e-09,-0.010055342495275649,0.0046746319181332485,0.03999999984079686,0.02000000013761651,111.77896978643203,5.366988061854927,45545326.06,0.001034914791969942,0.0016160779475318222,0.002499999989415105,0.00515099272891687,1.3143830854213387,82,252,200,CLARABEL,optimal
2010-03-31,development,assertive,10000000.0,50.0,-0.012701661607809542,-0.01406901228651533,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.00017173006526539182,0.00041666666593848084,0.0013673506787057876,0.03457914258614028,0,252,200,CLARABEL,optimal
2010-03-31,development,assertive,10000000.0,150.0,-0.012701661607809542,-0.014902345618392291,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.00017173006526539182,0.0012499999978154426,0.0022006840105827496,0.03457914258614028,0,252,200,CLARABEL,optimal
2010-03-31,development,assertive,10000000.0,300.0,-0.012701661607809542,-0.016152345616207733,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.00017173006526539182,0.002499999995630885,0.0034506840083981917,0.03457914258614028,0,252,200,CLARABEL,optimal
2010-03-31,development,assertive,100000000.0,50.0,-0.012701661607809542,-0.014440340370217944,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.0005430581489680062,0.00041666666593848084,0.001738678762408402,0.3457914258614028,11,252,200,CLARABEL,optimal
2010-03-31,development,assertive,100000000.0,150.0,-0.012701661607809542,-0.015273673702094905,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.0005430581489680062,0.0012499999978154426,0.0025720120942853636,0.3457914258614028,11,252,200,CLARABEL,optimal
2010-03-31,development,assertive,100000000.0,300.0,-0.012701661607809542,-0.016523673699910348,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.0005430581489680062,0.002499999995630885,0.0038220120921008066,0.3457914258614028,11,252,200,CLARABEL,optimal
2010-03-31,development,assertive,500000000.0,50.0,-0.012701661607809542,-0.015111597158077607,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.001214314936827669,0.00041666666593848084,0.002409935550268065,1.7289571293070138,72,252,200,CLARABEL,optimal
2010-03-31,development,assertive,500000000.0,150.0,-0.012701661607809542,-0.01594493048995457,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.001214314936827669,0.0012499999978154426,0.0032432688821450264,1.7289571293070138,72,252,200,CLARABEL,optimal
2010-03-31,development,assertive,500000000.0,300.0,-0.012701661607809542,-0.01719493048777001,1.469242093206057,0.006165162408326007,200,69,58,1.9999999966441537,1.3944562171630537e-10,-0.007782909496601653,-0.04868735320982012,0.03999999998928704,0.02000000012721881,109.15756586752597,5.24264973745854,41744059.32,0.000778953947501915,0.001214314936827669,0.002499999995630885,0.004493268879960469,1.7289571293070138,72,252,200,CLARABEL,optimal
2010-04-30,development,assertive,10000000.0,50.0,0.014122021108490083,0.013297042624806748,0.5672359585235085,-0.0827330739382885,200,68,58,1.9999999862734605,5.007999570594279e-10,-0.020873291515205783,-0.049999999818720955,0.037568019748391135,0.02000000014715766,109.74166975862909,5.095165145069921,39550507.489999995,0.00031644640031186434,9.186541966883275e-05,0.0004166666637026377,0.0008249784836833348,0.016535000823553594,0,252,200,CLARABEL,optimal
2010-04-30,development,assertive,10000000.0,150.0,0.014122021108490083,0.012463709297401473,0.5672359585235085,-0.0827330739382885,200,68,58,1.9999999862734605,5.007999570594279e-10,-0.020873291515205783,-0.049999999818720955,0.037568019748391135,0.02000000014715766,109.74166975862909,5.095165145069921,39550507.489999995,0.00031644640031186434,9.186541966883275e-05,0.0012499999911079133,0.0016583118110886103,0.016535000823553594,0,252,200,CLARABEL,optimal
2010-04-30,development,assertive,10000000.0,300.0,0.014122021108490083,0.011213709306293559,0.5672359585235085,-0.0827330739382885,200,68,58,1.9999999862734605,5.007999570594279e-10,-0.020873291515205783,-0.049999999818720955,0.037568019748391135,0.02000000014715766,109.74166975862909,5.095165145069921,39550507.489999995,0.00031644640031186434,9.186541966883275e-05,0.0024999999822158266,0.002908311802196524,0.016535000823553594,0,252,200,CLARABEL,optimal
2010-04-30,development,assertive,100000000.0,50.0,0.014122021108490083,0.01309840408011484,0.5672359585235085,-0.0827330739382885,200,68,58,1.9999999862734605,5.007999570594279e-10,-0.020873291515205783,-0.049999999818720955,0.037568019748391135,0.02000000014715766,109.74166975862909,5.095165145069921,39550507.489999995,0.00031644640031186434,0.0002905039643607427,0.0004166666637026377,0.0010236170283752447,0.16535000823553592,3,252,200,CLARABEL,optimal
2010-04-30,development,assertive,100000000.0,150.0,0.014122021108490083,0.012265070752709563,0.5672359585235085,-0.0827330739382885,200,68,58,1.9999999862734605,5.007999570594279e-10,-0.020873291515205783,-0.049999999818720955,0.037568019748391135,0.02000000014715766,109.74166975862909,5.095165145069921,39550507.489999995,0.00031644640031186434,0.0002905039643607427,0.0012499999911079133,0.0018569503557805203,0.16535000823553592,3,252,200,CLARABEL,optimal
2010-04-30,development,assertive,100000000.0,300.0,0.014122021108490083,0.01101507076160165,0.5672359585235085,-0.0827330739382885,200,68,58,1.9999999862734605,5.007999570594279e-10,-0.020873291515205783,-0.049999999818720955,0.037568019748391135,0.02000000014715766,109.74166975862909,5.095165145069921,39550507.489999995,0.00031644640031186434,0.0002905039643607427,0.0024999999822158266,0.0031069503468884336,0.16535000823553592,3,252,200,CLARABEL,optimal
2010-04-30,development,assertive,500000000.0,50.0,0.014122021108490083,0.012739321432431784,0.5672359585235085,-0.0827330739382885,200,68,58,1.9999999862734605,5.007999570594279e-10,-0.020873291515205783,-0.049999999818720955,0.037568019748391135,0.02000000014715766,109.74166975862909,5.095165145069921,39550507.489999995,0.00031644640031186434,0.0006495866120437967,0.0004166666637026377,0.0013826996760582988,0.8267500411776796,36,252,200,CLARABEL,optimal
