date,factor_month,research_period,factor_cost_bps,gross_return,net_return,factor_sleeve_gross_return,factor_sleeve_net_return,equal_factor_gross_return,equal_factor_net_return,combined_unlevered_return,combined_risk_scaled_return,equal_factor_combination_return,v4_sleeve_weight,factor_sleeve_weight,combined_leverage
2015-07-31,2015-08,development,50.0,0.0113039383004223,0.0096603624841689,-0.009592762840454298,-0.010009429507120964,-0.0052833333333333335,-0.0057,-0.0038688402671350135,-0.007737680534270027,-0.0009047445832503606,0.31218374056548803,0.6878162594345119,2.0
2015-07-31,2015-08,development,100.0,0.0113039383004223,0.0096603624841689,-0.009592762840454298,-0.010426096173787631,-0.0052833333333333335,-0.006116666666666667,-0.004155430375232727,-0.008310860750465453,-0.0011913346913480735,0.31218374056548803,0.6878162594345119,2.0
2015-07-31,2015-08,development,150.0,0.0113039383004223,0.0096603624841689,-0.009592762840454298,-0.010842762840454297,-0.0052833333333333335,-0.006533333333333334,-0.0044420204833304396,-0.008884040966660879,-0.0014779247994457872,0.31218374056548803,0.6878162594345119,2.0
2015-08-31,2015-09,development,0.0,0.0421141385845264,0.0403677348742648,0.002143725684019422,0.002143725684019422,0.001933333333333332,0.001933333333333332,0.014076639852439815,0.02815327970487963,0.013931928572777275,0.31218374056548803,0.6878162594345119,2.0
2015-08-31,2015-09,development,50.0,0.0421141385845264,0.0403677348742648,0.002143725684019422,0.001727059017352755,0.001933333333333332,0.0015166666666666653,0.013790049744342102,0.027580099488684204,0.013645338464679562,0.31218374056548803,0.6878162594345119,2.0
2015-08-31,2015-09,development,100.0,0.0421141385845264,0.0403677348742648,0.002143725684019422,0.0013103923506860883,0.001933333333333332,0.0010999999999999985,0.01350345963624439,0.02700691927248878,0.013358748356581848,0.31218374056548803,0.6878162594345119,2.0
2015-08-31,2015-09,development,150.0,0.0421141385845264,0.0403677348742648,0.002143725684019422,0.0008937256840194218,0.001933333333333332,0.000683333333333332,0.013216869528146675,0.02643373905629335,0.013072158248484135,0.31218374056548803,0.6878162594345119,2.0
2015-09-30,2015-10,development,0.0,-0.0041219423151312,-0.005765759802966,0.011146135220355399,0.011146135220355399,0.005816666666666667,0.005816666666666667,0.005866516571924062,0.011733033143848125,0.0022008214465520206,0.31218374056548803,0.6878162594345119,2.0
2015-09-30,2015-10,development,50.0,-0.0041219423151312,-0.005765759802966,0.011146135220355399,0.010729468553688733,0.005816666666666667,0.0054,0.0055799264638263495,0.011159852927652699,0.001914231338454307,0.31218374056548803,0.6878162594345119,2.0
2015-09-30,2015-10,development,100.0,-0.0041219423151312,-0.005765759802966,0.011146135220355399,0.010312801887022065,0.005816666666666667,0.0049833333333333335,0.005293336355728635,0.01058667271145727,0.0016276412303565938,0.31218374056548803,0.6878162594345119,2.0
2015-09-30,2015-10,development,150.0,-0.0041219423151312,-0.005765759802966,0.011146135220355399,0.0098961352203554,0.005816666666666667,0.004566666666666667,0.005006746247630923,0.010013492495261846,0.0013410511222588805,0.31218374056548803,0.6878162594345119,2.0
2015-10-30,2015-11,development,0.0,-0.0136536707669141,-0.0151641823543164,0.0017467815459027074,0.0017467815459027074,0.0033833333333333332,0.0033833333333333332,-0.0035325464210356284,-0.007065092842071257,-0.002406899492234231,0.31218374056548803,0.6878162594345119,2.0
